country,code,urban_pop,gdp_per_capita,pop_est,country.name.en,continent,region,un.regionsub.name,geom
Thailand,THA,41.008335,16421.072,71735273,Thailand,Asia,East Asia & Pacific,South-eastern Asia,"list(list(c(98.2933277, 98.2783246, 98.4478822, 98.4399551, 98.2933277, 8.1986917, 7.9229544, 7.8800024, 8.0645224, 8.1986917)), list(c(105.2064924, 105.4302851, 105.5235283, 105.518378, 105.5731058, 105.480803, 105.6346857, 105.4334649, 105.342237, 105.4078924, 105.0410999, 105.0149005, 104.7350813, 104.7624451, 104.7295279, 104.801498, 104.7960342, 104.707807, 104.4568295, 104.2711493, 103.9730576, 103.793916, 103.4034768, 103.246504, 103.0833507, 103.0792753, 102.6883435, 102.5967125, 102.2998749, 
102.0882638, 101.9069277, 101.7862311, 101.7105885, 101.3054149, 101.1159727, 100.9676882, 101.0284172, 101.1839569, 101.1822999, 101.0524222, 101.1832851, 101.2457608, 101.3553507, 101.2661829, 101.1227801, 100.9126917, 100.7789625, 100.4855285, 100.4039743, 100.5008451, 100.5699938, 100.27235, 100.0846544, 99.9646295, 99.6816305, 99.4000647, 99.076938, 98.9851727, 98.8297673, 98.6085274, 98.3231996, 98.0836873, 98.0259141, 97.8633431, 97.8033306, 97.8359344, 97.7357942, 97.7670992, 97.4439725, 
97.6771253, 97.7353464, 97.6717959, 97.9226837, 98.0569504, 98.3150487, 98.533064, 98.4642736, 98.6525067, 98.9316989, 98.8051353, 98.6251428, 98.548291, 98.5802678, 98.3059572, 98.1913066, 98.2457656, 98.4942351, 98.5971519, 98.9681542, 99.1048841, 99.2103089, 99.1273215, 99.2325225, 99.4130524, 99.4010052, 99.5878947, 99.5654572, 99.3937499, 99.2233862, 99.0115065, 98.7796077, 98.8082703, 98.7477652, 98.5967041, 98.5604279, 98.4395521, 98.3725531, 98.2679344, 98.2095342, 98.2854007, 98.6203955, 
98.7075032, 98.7445407, 98.909978, 99.0437072, 99.3178834, 99.3403657, 99.6637611, 99.6845416, 99.9637786, 100.1209305, 100.178435, 100.423232, 100.8125963, 100.8347203, 101.1269899, 101.0847125, 100.9841692, 101.1113598, 101.2761253, 101.581293, 101.6901216, 101.8122962, 101.9434278, 101.9449057, 102.0928767, 102.0905479, 101.8174913, 101.5683501, 101.3775194, 101.0317313, 100.7558084, 100.5916699, 100.4201418, 100.184481, 100.1459208, 100.3047746, 100.2879353, 100.2028878, 100.0920887, 99.957016, 
99.8820452, 99.6928716, 99.3791499, 99.2245507, 99.2966552, 99.1753763, 99.1629259, 99.4962637, 99.4852913, 99.8286162, 100.0229401, 99.9679884, 100.0941041, 99.9507908, 100.0599776, 100.2591383, 100.6316633, 100.976287, 100.8837156, 100.8757885, 101.074994, 101.4558043, 101.7558218, 102.0866963, 102.2691521, 102.5395664, 102.6278832, 102.7678823, 102.9102999, 102.769002, 102.7050036, 102.7653296, 102.6432893, 102.5110828, 102.4857343, 102.3511989, 102.3650824, 102.6862833, 102.8684256, 102.951816, 
103.1636062, 103.5336232, 103.9297053, 104.2448602, 104.5615378, 104.8087533, 105.0026293, 105.1028142, 105.2064924, 14.3433426, 14.4246287, 14.5495869, 14.8219972, 15.0008565, 15.0984297, 15.6626161, 15.7553726, 15.9222401, 16.0161387, 16.1084236, 16.2438343, 16.5454669, 16.6895425, 17.0082815, 17.1647461, 17.4017769, 17.5208012, 17.6669872, 17.8697804, 18.3368902, 18.342824, 18.4484414, 18.3705318, 18.1288086, 18.0364493, 17.8700039, 17.959359, 18.0528853, 18.2202741, 18.0308879, 18.071233, 17.9021558, 
17.6498312, 17.479165, 17.5714251, 17.8287898, 18.0651005, 18.3399192, 18.4263695, 18.560514, 18.8886378, 19.0511108, 19.117252, 19.5721217, 19.6268669, 19.4925983, 19.5432718, 19.7525451, 19.8707005, 20.0987932, 20.4006245, 20.3522848, 20.4631905, 20.3162846, 20.0860814, 20.1011271, 19.7390388, 19.7958447, 19.7091461, 19.6988426, 19.8101207, 19.637369, 19.5770127, 19.4048321, 19.0932435, 19.0406831, 18.5776451, 18.4950183, 18.1574102, 17.9581425, 17.8827405, 17.5403407, 17.4386461, 17.0729578, 16.9002062, 
16.7519099, 16.4507489, 16.3298625, 16.1046746, 16.0424065, 15.6852342, 15.375607, 15.3135127, 15.1523556, 14.8315559, 14.5348392, 14.3276514, 14.0822785, 13.8950523, 13.41101, 13.1031704, 12.7399897, 12.6150812, 12.4599076, 11.8724576, 11.6266626, 11.4612103, 11.1069428, 10.8567036, 10.678614, 10.4679255, 10.3614144, 9.9316952, 9.7283309, 9.5050299, 9.0954213, 8.8566774, 8.5483164, 8.2458396, 8.3966187, 8.3104167, 8.0757942, 8.0462243, 7.8341703, 7.5383225, 7.3774882, 7.1700025, 6.8908638, 6.6383157, 
6.4228354, 6.6964623, 6.5176031, 6.4421763, 6.289113, 6.1938737, 5.9092729, 5.8089687, 5.6809567, 5.8115508, 5.9343738, 5.7602069, 5.7406923, 5.8716092, 5.9839797, 6.1463782, 6.241692, 6.4586123, 6.838651, 6.890268, 6.8453297, 7.0012233, 7.1670728, 7.1626286, 7.5151831, 7.7275847, 7.7557145, 8.2241402, 8.4724676, 8.413303, 8.6274674, 9.2166553, 9.3250037, 9.1862413, 9.2549894, 9.4028884, 9.6482862, 10.3624075, 10.9298711, 11.1441596, 11.9240993, 12.1841703, 12.7306048, 13.0470596, 13.2637564, 13.4120279, 
13.4804284, 13.5245722, 13.4666738, 13.1083346, 12.6537132, 12.6745933, 12.6295806, 12.7070432, 12.4687214, 12.2654564, 12.1049945, 12.1458114, 12.0224422, 11.6516393, 12.075375, 12.1801234, 12.4569034, 12.6120273, 12.6698761, 12.9482947, 13.2722972, 13.5772816, 13.7503808, 14.005511, 14.2062188, 14.3346777, 14.4163114, 14.3320459, 14.3746752, 14.3528764, 14.4368191, 14.3627827, 14.2129471, 14.3433426)))"
Togo,TGO,51.42974,1586.5889,9089693,Togo,Africa,Sub-Saharan Africa,Sub-Saharan Africa,"list(c(-0.1362596, -0.0046353, -0.0592287, 0.2844993, 0.3484081, 0.3594253, 0.5670056, 0.4569679, 0.5275945, 0.3826241, 0.4714784, 0.6470819, 0.7290392, 0.5847406, 0.6274659, 0.5386117, 0.6582783, 0.5351632, 0.7495957, 1.0034842, 1.0834709, 1.1994651, 1.6290467, 1.8005748, 1.7668514, 1.6098786, 1.6328983, 1.631286, 1.6328983, 1.6182982, 1.4117031, 1.3628423, 1.3548257, 0.7753921, 0.8017259, 0.9167349, 0.9167796, 0.5051122, -0.1362596, 11.139492, 11.1077373, 10.632335, 10.4224659, 10.3076871, 9.4992202, 
9.4059174, 9.0353381, 8.8778307, 8.7395648, 8.5995113, 8.4911381, 8.3429659, 8.0930992, 7.8674644, 7.4221534, 7.3173057, 6.8753216, 6.4441128, 6.3354665, 6.1692445, 6.1122648, 6.2347899, 6.2875489, 6.4310783, 6.6120479, 7.0000067, 7.6425992, 8.8674775, 9.0591479, 9.3276851, 9.5983079, 9.9920764, 10.3806559, 10.7230806, 11.0000096, 11.000084, 11.0092455, 11.139492))"
Tokelau,TKL,NA,NA,2280,NA,NA,NA,NA,list()
Tonga,TON,26.568401,NA,105012,Tonga,Oceania,East Asia & Pacific,Polynesia,"list(c(-175.3321516, -175.3420939, -175.128378, -175.122959, -175.3321516, -21.0808524, -21.1583399, -21.27292, -21.1733607, -21.0808524))"
Trinidad and Tobago,TTO,18.860535,25773.006,1495868,Trinidad & Tobago,Americas,Latin America & Caribbean,Latin America and the Caribbean,"list(c(-60.9291777, -61.3575053, -61.6182908, -61.4670504, -61.4603774, -61.6216497, -61.8207656, -61.1608078, -60.9979233, -61.0403799, -60.9291777, 10.8354262, 10.8103005, 10.7436628, 10.5399012, 10.2999408, 10.2486466, 10.0828715, 10.0719722, 10.1491617, 10.6665725, 10.8354262))"
Tunisia,TUN,71.39383,10913.846,12119284,Tunisia,Africa,Middle East & North Africa,Northern Africa,"list(list(c(10.7924989, 10.7295754, 10.919152, 11.0482683, 10.7924989, 33.9028872, 33.7607978, 33.6778979, 33.779518, 33.9028872)), list(c(9.5564217, 9.943905, 10.2720029, 10.292649, 10.1391246, 10.3121306, 10.527011, 10.6573365, 11.1706221, 11.5485661, 11.5992184, 11.4831794, 11.5625839, 11.1791313, 11.1052354, 10.69836, 10.7442202, 10.5194423, 10.3315675, 10.1479921, 10.0368348, 10.0897711, 10.4407543, 10.5978615, 10.9204956, 11.1308526, 11.0376094, 11.0484923, 10.6815654, 10.4732685, 10.5684823, 
10.811264, 11.022248, 11.1365404, 11.0388634, 10.4102107, 10.3513179, 10.2024512, 10.0636612, 9.9131375, 9.6532478, 9.0266552, 8.8669504, 8.6419485, 8.5723072, 8.2091424, 8.4069595, 8.2648106, 8.2643628, 8.3559937, 8.3345415, 8.4538946, 8.3081629, 8.2742603, 8.1486373, 7.8554272, 7.8041479, 7.6542064, 7.5539319, 7.5246422, 7.7433742, 7.8103283, 8.1045684, 8.3232108, 8.3573373, 9.0754265, 9.5564217, 30.2280289, 30.3834011, 30.8007312, 31.0919858, 31.4899999, 31.7032456, 31.7409094, 31.9784367, 32.2685989, 
32.4084289, 32.5181925, 32.6562101, 33.1664706, 33.2051274, 33.5616791, 33.4907461, 33.6766565, 33.6470122, 33.7086843, 33.8568317, 34.0353186, 34.2821563, 34.4950296, 34.5439155, 34.8837581, 35.2460698, 35.3335381, 35.6243706, 35.7887057, 36.0885755, 36.3942551, 36.4596266, 36.7862112, 36.874896, 37.0792534, 36.7152534, 36.8752436, 36.9860996, 37.2676218, 37.1573368, 37.3321491, 37.1377973, 36.9956335, 36.9409627, 36.7732014, 36.4476348, 36.422534, 35.9380696, 35.7305094, 35.6698799, 35.2795625, 
35.2197772, 34.9471434, 34.6455853, 34.5340092, 34.4056248, 34.2192675, 34.1979405, 34.0188081, 33.7973195, 33.4251512, 33.2143882, 33.049929, 32.8231769, 32.5017317, 32.0864624, 30.2280289)))"
Turkey,TUR,73.08345,27361.988,87058421,Turkey,Asia,Europe & Central Asia,Western Asia,"list(list(c(43.4740661, 43.2448992, 43.1882008, 42.6008402, 42.491116, 41.954766, 41.7856115, 41.5495476, 41.4049356, 40.7542036, 40.2724918, 39.590858, 39.4375127, 39.1591266, 38.3791888, 37.9057623, 37.7641509, 37.5833074, 37.3032642, 37.1024465, 36.8374512, 36.6665949, 36.4599551, 36.1262142, 36.1370075, 35.9375333, 35.5758464, 35.2832633, 35.0953886, 35.0324651, 34.799984, 34.306628, 34.103347, 33.609991, 33.3517136, 32.984115, 32.6074249, 32.1266536, 31.3846042, 31.3316679, 30.9999872, 30.7516969, 
30.2578482, 30.1483479, 29.5774236, 29.2474447, 29.1616359, 29.0849633, 29.0699154, 29.0945473, 29.0620779, 29.0479257, 29.0062305, 29.0191287, 29.2833626, 29.2716288, 28.9949894, 28.9332751, 28.6383184, 28.1541434, 28.0320584, 27.7166796, 27.7557772, 27.483258, 27.3116404, 27.0250138, 26.7407608, 26.3494259, 26.1874371, 26.1370088, 26.1416217, 26.7750216, 26.9312331, 26.6491299, 26.7653928, 26.8912398, 26.7279074, 26.7574658, 26.955462, 26.7974591, 26.4783183, 26.5145497, 26.3207633, 26.6154065, 
26.7720658, 27.275409, 27.2045137, 27.609105, 27.4592083, 27.6470383, 27.89085, 28.0733057, 28.0596014, 27.8291805, 27.4253953, 27.4783316, 27.7133207, 28.2687045, 28.564109, 28.8295969, 29.0908749, 29.1003694, 29.314578, 29.809188, 30.186729, 30.4649807, 30.5854535, 30.6391512, 31.2441572, 31.6782621, 32.0332761, 32.3728838, 32.6683331, 33.1408639, 33.5300043, 33.9820682, 34.297447, 34.6400106, 34.8266761, 35.3442163, 35.6308429, 36.0063685, 36.1919592, 36.1785684, 36.0287612, 35.7820384, 35.9804377, 
35.9176934, 36.1067326, 36.3023552, 36.3659953, 36.6251236, 36.5439277, 36.670536, 36.9173932, 37.0853833, 37.4711647, 38.2430412, 38.5524636, 38.7476383, 39.2094654, 39.8166212, 40.1818462, 40.4188057, 40.7627129, 41.2182252, 41.5175261, 42.0342601, 42.1837538, 42.341264, 42.3524604, 42.580239, 42.7892077, 42.9596161, 43.1500437, 43.5140594, 43.9188299, 44.0210302, 44.2702162, 44.1923344, 44.2695444, 44.6489216, 44.7714545, 44.784711, 44.8154337, 44.5864012, 44.6282308, 44.389211, 44.2227437, 44.421994, 
44.3038053, 44.3176888, 44.229148, 44.2242216, 44.1140495, 44.0722199, 44.4218596, 44.4671824, 44.6140338, 44.807865, 44.7671551, 44.487515, 44.2436137, 43.9100968, 43.6547304, 43.5907321, 43.7494515, 43.6714354, 43.4740661, 41.1230276, 41.176606, 41.304469, 41.5849236, 41.4448453, 41.5233258, 41.4614302, 41.5199493, 41.3769909, 41.0970826, 40.9487118, 41.003755, 41.1104151, 41.079579, 40.9087391, 40.9804169, 41.1237476, 41.0312393, 41.1437588, 41.1579355, 41.3428776, 41.3661909, 41.2378809, 41.466644, 
41.5991002, 41.7295453, 41.6228852, 41.7170321, 41.9216378, 42.0904171, 41.9529208, 41.9428904, 41.9812245, 41.9870342, 42.0262124, 41.8970832, 41.8304206, 41.5954009, 41.3058097, 41.1378498, 41.0737197, 41.0887156, 41.2108435, 41.1378995, 41.1678914, 41.2320464, 41.2212215, 41.1770529, 41.1378498, 41.1199738, 41.097455, 41.0457884, 41.021631, 40.9745575, 40.8529014, 40.6586986, 40.6462599, 40.4629067, 40.3620563, 40.4045863, 40.4808324, 40.5220465, 40.3062435, 40.3078573, 40.4454032, 40.3887462, 
40.4020787, 40.0582885, 40.0036922, 39.8391337, 39.4520687, 39.5695537, 39.4849655, 39.3237339, 39.1658045, 38.8216419, 38.7258066, 38.6137341, 38.4424969, 38.35627, 38.6728987, 38.4291396, 38.2312125, 38.1124613, 38.2100096, 37.944129, 37.3658156, 37.2579141, 37.0837224, 36.9799423, 37.0279096, 36.9437186, 36.8016541, 36.8137452, 36.748324, 36.6487398, 36.7537613, 36.7516509, 36.8195549, 36.650006, 36.6795511, 36.3916234, 36.2508002, 36.152085, 36.3071096, 36.2636858, 36.5724937, 36.857889, 36.8245949, 
36.6320307, 36.530361, 36.162463, 36.052898, 36.1228875, 36.132049, 36.2599865, 36.5845848, 36.7970858, 36.7870802, 36.5487584, 36.5870924, 36.9109956, 36.791574, 36.591189, 36.5279527, 36.3191263, 36.0099708, 35.928784, 35.866789, 36.0103432, 36.1662865, 36.2138068, 36.5017346, 36.801232, 36.7859381, 36.6347369, 36.6347618, 36.9240054, 36.8455744, 36.7067127, 36.669322, 36.7561696, 36.877354, 37.0165136, 37.1261531, 37.0620974, 37.0779376, 37.1819908, 37.2864164, 37.2351222, 37.0998853, 37.160912, 
37.3802405, 37.3122869, 37.3721963, 37.2393926, 37.2237759, 37.3284746, 37.2385733, 37.0804452, 36.9756968, 37.1894391, 37.1604651, 37.1446498, 37.2805074, 37.4741392, 37.7024306, 37.8628428, 37.8884403, 38.2679328, 38.3923448, 38.6272652, 38.8815016, 39.0943005, 39.188944, 39.4125429, 39.4116739, 39.6841339, 39.7822285, 39.6284949, 39.7147962, 39.9616836, 40.0491767, 40.0216179, 40.1140765, 40.3459183, 40.6768725, 40.9370179, 41.1230276)), list(c(26.357756, 26.6024187, 26.6354703, 26.3307056, 26.3015055, 
26.0364207, 26.081654, 26.2974301, 26.7840683, 26.8294807, 26.2490618, 26.2736938, 26.5549014, 26.736551, 27.292517, 27.5029188, 27.7607036, 27.9599539, 28.2365933, 28.6133282, 28.9732685, 29.0299668, 29.0696019, 29.0353858, 29.1070425, 28.6332129, 28.2740787, 27.9944386, 28.030043, 27.8646953, 27.538568, 27.2393567, 26.9582387, 26.6422329, 26.357756, 41.711148, 41.5946064, 41.385631, 41.2205511, 40.9024825, 40.7299791, 40.6071313, 40.5895532, 40.6553965, 40.5857794, 40.3420451, 40.2449437, 40.3028917, 
40.4778779, 40.6954189, 40.9666375, 41.0120971, 40.9628637, 41.0753335, 40.9578981, 40.9970763, 41.0437525, 41.1199738, 41.1532927, 41.2058283, 41.3495066, 41.4920429, 41.7957859, 41.9824907, 42.0055806, 41.9198254, 42.1048917, 41.996866, 41.9719886, 41.711148)))"
Turkmenistan,TKM,56.738125,17234.555,7230147,Turkmenistan,Asia,Europe & Central Asia,Central Asia,"list(c(66.553732, 66.5432522, 66.6731746, 66.4168678, 66.1470357, 65.9234222, 65.5640641, 65.0345662, 64.5359703, 64.3305845, 64.1993184, 63.7051563, 63.4155291, 62.4698405, 62.3389327, 62.1347113, 61.8874958, 61.4590339, 61.3305893, 60.999043, 60.469142, 60.0907502, 60.1745884, 59.9791001, 60.0569372, 59.8671366, 59.4475422, 59.1705444, 59.0148256, 58.6263122, 58.6261331, 58.5895882, 58.2758664, 58.3238764, 58.0027202, 57.8646468, 57.280466, 57.1235379, 56.9862707, 56.9920032, 57.1068778, 57.0455218, 
56.7858112, 55.9985733, 55.4996191, 55.3154616, 54.7794698, 54.2148602, 53.5705774, 52.9847843, 52.445568, 52.5810886, 52.5551579, 52.7672616, 52.940178, 52.8627888, 52.7367179, 52.735867, 52.8351115, 53.1744953, 53.4950692, 53.4601366, 53.0962999, 53.537481, 53.7413441, 53.9731086, 53.8604285, 53.8697887, 53.8141652, 53.8994366, 54.2445977, 54.7987275, 54.8248822, 55.1274972, 55.4654479, 55.8145501, 56.3352252, 56.4529661, 56.7641351, 57.0660335, 57.2171394, 57.5102151, 57.7330673, 58.2034932, 58.3998772, 
58.5563574, 58.839222, 59.2178378, 59.3536272, 59.3902169, 59.5508621, 60.0429641, 60.3459822, 61.095242, 61.2274485, 61.1409679, 61.2626499, 61.2741149, 61.5877471, 62.0642638, 62.265619, 62.5775046, 63.1025239, 63.0949104, 63.2482108, 63.3058496, 63.5707105, 63.9892301, 64.2838285, 64.5799496, 64.6181515, 64.7981889, 64.7557323, 65.1326015, 65.5311916, 65.70684, 66.0719754, 66.3089797, 66.553732, 37.3547424, 37.772867, 37.9745182, 38.0242234, 38.171179, 38.2739908, 38.2883661, 38.6066333, 38.8393937, 
38.9952873, 38.964054, 39.2239511, 39.4205871, 39.9582574, 40.4288927, 40.5404191, 41.1053006, 41.2971696, 41.148774, 41.242201, 41.2213456, 41.4164423, 41.6199059, 41.945398, 42.0893991, 42.3179388, 42.2900572, 42.5323266, 42.5272121, 42.7859175, 42.7857437, 42.6474034, 42.6870285, 42.4482846, 42.4890766, 42.1714301, 42.1296201, 41.9270255, 41.898399, 41.647142, 41.3591149, 41.2420023, 41.2825709, 41.3186457, 41.2515859, 41.3908697, 42.0525547, 42.377153, 42.2889151, 42.1211787, 41.7610518, 41.6870154, 
41.5405812, 41.3892559, 40.9472718, 40.6734959, 40.4956298, 40.0813287, 39.9579843, 40.0056288, 39.9280172, 39.6765366, 39.4330755, 39.2980372, 39.0514229, 38.8832892, 38.6495357, 38.3756605, 37.8147018, 37.3492803, 37.3200332, 37.5223051, 37.7267618, 37.9483249, 38.0946101, 38.1252228, 38.0776031, 38.2643576, 38.2726749, 38.1811846, 38.2798253, 37.9204929, 37.9190281, 37.7749277, 37.6278976, 37.7052858, 37.6891974, 37.5169423, 37.528512, 37.3422044, 37.177348, 37.0217523, 36.6290514, 36.6434763, 
36.1809597, 35.9488697, 35.8175556, 35.6051539, 35.4369458, 35.4344133, 35.2954771, 35.2243704, 35.428405, 35.6184368, 35.6809283, 35.8579503, 35.9514269, 36.0363131, 36.151514, 36.3516507, 36.6359783, 36.9226895, 37.1128702, 37.2460712, 37.238027, 37.5386914, 37.4486411, 37.3234594, 37.3547424))"
Turks and Caicos Islands,TCA,96.6446,NA,45824,NA,NA,NA,NA,list()
Tuvalu,TUV,NA,NA,9968,Tuvalu,Oceania,East Asia & Pacific,Polynesia,"list(c(179.1950271, 179.2100302, 179.2070744, 179.1950271, -8.5445887, -8.5371156, -8.530859, -8.5445887))"
USSR,OWID_USS,NA,19354.709,NA,NA,NA,NA,NA,list()
Uganda,UGA,18.201967,2122.0278,47312665,Uganda,Africa,Sub-Saharan Africa,Sub-Saharan Africa,"list(c(29.5911727, 29.8812478, 29.9157773, 30.1453025, 30.3343417, 30.4731317, 30.7990351, 32.2478877, 33.9340582, 33.9289975, 33.9842627, 33.9124717, 34.1099305, 34.1386827, 34.2493027, 34.4437161, 34.5261213, 34.8067018, 34.7723066, 34.9907699, 35.0330473, 34.986157, 34.898915, 34.7765613, 34.7672011, 34.6000172, 34.5742208, 34.460645, 34.4015283, 34.4630186, 34.3080611, 33.9920553, 33.5124484, 33.1942929, 33.0286317, 32.7200155, 32.4152508, 32.1005885, 31.9543642, 31.8024969, 31.5452047, 31.2905549, 
30.9719067, 30.8501352, 30.938676, 30.7804043, 30.8865458, 30.8079474, 30.7415306, 30.8818881, 30.9835509, 31.3146047, 31.0307548, 30.7148385, 30.475774, 30.2350525, 30.1425258, 29.9895389, 29.9801787, 29.8727833, 29.8238777, 29.7181393, 29.7283056, 29.6516778, 29.6748766, 29.5892021, 29.5911727, -1.3877095, -1.3575189, -1.4823281, -1.3505423, -1.1316606, -1.0574008, -0.9994031, -0.999999, -0.999999, -0.4581576, -0.1321192, 0.096619, 0.3784888, 0.5825483, 0.6286038, 0.8558772, 1.1063895, 1.2281697, 
1.4156442, 1.6637482, 1.9144591, 1.9816927, 2.5852062, 2.6943988, 2.8191584, 2.9212254, 3.0941756, 3.1707445, 3.3676288, 3.6673497, 3.7096314, 4.2186256, 3.7490579, 3.7776098, 3.8907251, 3.7650718, 3.7440178, 3.5299031, 3.586858, 3.7999051, 3.6508888, 3.793723, 3.6902657, 3.5006311, 3.5073595, 3.0213061, 2.8118838, 2.7009285, 2.4457486, 2.3394361, 2.4038394, 2.1476912, 1.7499999, 1.500009, 1.2099461, 1.1264255, 0.8878554, 0.8421226, 0.5087353, 0.385515, 0.1721203, 0.0747209, -0.0825878, -0.4640169, 
-0.5229333, -0.9005141, -1.3877095))"
Ukraine,UKR,72.95766,7749.0996,41048717,Ukraine,Europe,Europe & Central Asia,Eastern Europe,"list(c(23.6178297, 23.63655, 23.8579691, 24.0708789, 24.0985115, 23.9977443, 23.6864857, 23.2786698, 22.6407017, 22.7468432, 22.7384683, 22.565731, 22.1609157, 22.155228, 22.48664, 22.8960233, 23.3319197, 24.0090302, 24.2282548, 24.5828656, 24.8829726, 25.1156328, 25.2298804, 26.1850187, 26.3346915, 26.6302752, 26.8822827, 27.2866053, 27.5817859, 27.8693978, 28.230189, 28.8411067, 29.0327883, 29.1750267, 29.2175281, 29.3983715, 29.5518959, 29.5958752, 29.8840692, 29.9742671, 29.9377669, 29.6789969, 
29.4480833, 29.1635616, 28.9306775, 29.0670939, 28.9787771, 28.7765262, 28.7857072, 28.5215629, 28.5152481, 28.2129019, 28.3497661, 28.7857968, 28.962296, 29.4241231, 29.6733987, 29.7512357, 29.5928298, 29.8003653, 30.1633062, 30.5532976, 30.7466361, 30.7591761, 31.1891607, 31.7974361, 31.9812354, 31.9579022, 32.2283165, 32.5400229, 33.0174801, 33.1987714, 33.6133499, 32.9416584, 32.5624604, 32.49994, 32.9757849, 33.2799674, 33.4132935, 33.6012131, 33.5379313, 33.731673, 33.9766044, 34.3520404, 34.4624812, 
35.1641342, 35.5849826, 35.8333177, 36.4324568, 36.4925141, 36.3474989, 35.9683009, 35.4208441, 34.9774238, 35.1003597, 35.0287479, 34.8483523, 34.6441308, 34.4911439, 33.9098293, 34.3798969, 34.4933384, 34.898288, 35.2112932, 35.4582847, 35.9240977, 36.1666554, 36.6182715, 36.8095947, 36.9575209, 37.5374919, 38.2296504, 38.2208724, 38.350347, 38.6165515, 38.8429865, 39.4774613, 39.7380676, 40.0194991, 39.8447464, 39.7046577, 39.8531661, 39.6932822, 39.9381688, 40.1857425, 40.0291727, 39.5915745, 
39.2858693, 39.1798623, 38.9490831, 38.5823802, 38.3500783, 38.056286, 37.7556864, 37.6263909, 37.3315238, 36.6887189, 36.3611585, 36.0675901, 35.7386413, 35.4764676, 35.4871713, 35.3076714, 35.0618443, 34.8174055, 34.3841963, 34.2227002, 34.4150087, 34.1005704, 34.115036, 33.7894014, 33.360178, 33.3111828, 32.9077111, 32.5498309, 32.2907473, 32.0675817, 31.7817612, 31.4054742, 31.2542339, 30.9899105, 30.7467257, 30.5350251, 30.6181916, 30.4527543, 30.180683, 29.7425922, 29.5373854, 29.3512573, 29.1172535, 
28.6324963, 28.2799008, 27.9453538, 27.5507944, 27.2675267, 27.2024983, 26.4692717, 25.9876942, 25.4097386, 25.2640069, 24.9669005, 24.3881835, 24.3193931, 23.9966247, 23.7814308, 23.6178297, 51.5078901, 51.3186776, 51.1578929, 50.8343125, 50.5992432, 50.4120417, 50.331997, 50.0858792, 49.5297867, 49.3599896, 49.1591577, 49.0879765, 48.5670401, 48.4039465, 48.2537632, 47.9540423, 48.0204318, 47.9673749, 47.8964419, 47.9648921, 47.7240627, 47.7547746, 47.8930157, 47.9948096, 48.1833517, 48.2598212, 
48.4152431, 48.371571, 48.4913402, 48.406901, 48.2096691, 48.1255774, 47.9426216, 47.993742, 47.6121639, 47.3003767, 47.2514908, 46.9636376, 46.8860508, 46.7539174, 46.4936726, 46.3613406, 46.4987375, 46.5155707, 46.4577965, 46.1956152, 46.0033737, 45.9707004, 45.8323103, 45.7378407, 45.4998913, 45.4674414, 45.3201878, 45.2375858, 45.3268665, 45.4430605, 45.2893766, 45.4091457, 45.5632766, 45.7324779, 45.827891, 46.1512231, 46.377851, 46.5495599, 46.6262778, 46.6104128, 46.6575111, 46.2708682, 46.1279098, 
46.0628859, 46.1070545, 46.1750081, 45.8878997, 45.6520855, 45.4653807, 45.33789, 45.3479205, 45.1412541, 45.1878806, 45.0033358, 44.6408006, 44.3870607, 44.38788, 44.548342, 44.7087542, 44.8946398, 45.1287409, 44.9961854, 45.0778936, 45.361253, 45.4812704, 45.368751, 45.2570756, 45.3587454, 45.4933119, 45.635004, 45.6904196, 45.9487526, 45.9191579, 46.0636804, 46.1984207, 45.9804825, 46.2362582, 46.3841573, 46.4362211, 46.6562449, 46.6686836, 46.7779258, 46.7291641, 46.8454077, 47.0795585, 47.1201519, 
47.3053671, 47.6166329, 47.6446883, 47.8653575, 47.8602927, 47.8277186, 48.2525715, 48.571807, 48.7063984, 48.8907446, 49.0504617, 49.0827627, 49.2843145, 49.4535903, 49.7193468, 49.7553471, 49.8886971, 49.7961143, 49.9776302, 50.0067035, 49.9230587, 50.0784309, 50.2928436, 50.436795, 50.2667992, 50.287307, 50.4510958, 50.3543668, 50.4881389, 50.6709954, 51.0786923, 51.2157416, 51.1692144, 51.2737393, 51.4284164, 51.8259339, 52.0045945, 52.1410728, 52.3668566, 52.3644483, 52.3548151, 52.2462184, 
52.3269584, 52.1033594, 52.035232, 52.1119498, 52.1421404, 52.0419852, 52.0773151, 51.9016337, 51.6576512, 51.2899022, 51.2737641, 51.5123591, 51.4570924, 51.4828388, 51.3845457, 51.6565091, 51.5727402, 51.6232151, 51.5568256, 51.6367462, 51.6061336, 51.7734231, 51.8002123, 51.9320726, 51.9216946, 51.9679736, 51.8981579, 51.8821936, 51.750805, 51.5800148, 51.667483, 51.5078901))"
